name,date,year_of_production,length_min,age_restriction,country,time,price
Вверх по волшебному дереву,2026-05-20,2026,110,6+,Великобритания,10:15,180
Приключения желтого чемоданчика,2026-05-20,2026,,6+,Россия,12:05,230
Мой сосед Тоторо,2026-05-20,2008,86,6+,Япония,12:20,230
Ангелы Ладоги,2026-05-20,2026,,12+,Россия,12:30,230
Ангелы Ладоги,2026-05-20,2026,,12+,Россия,17:10,380
Вот это драма!,2026-05-20,2026,106,18+,США,12:50,230
Вот это драма!,2026-05-20,2026,106,18+,США,15:00,330
Вот это драма!,2026-05-20,2026,106,18+,США,17:55,380
Возвращение кота,2026-05-20,2002,75,0+,Япония,14:10,280
Рыбка Поньо на утесе,2026-05-20,2009,108,6+,Япония,14:55,280
Коммерсант,2026-05-20,2025,,18+,Россия,15:50,330
Коммерсант,2026-05-20,2025,,18+,Россия,20:05,380
Коммерсант,2026-05-20,2025,,18+,Россия,22:10,380
Домовенок Кузя-2,2026-05-20,2026,90,6+,,16:05,330
Своя в доску,2026-05-20,2026,90,6+,Россия,17:00,380
Ускользающая красота,2026-05-20,1995,118,16+,"Италия, Франция, Великобритания",19:00,380
Разговор,2026-05-20,1974,113,18+,США,19:30,380
Хокум,2026-05-20,2026,107,18+,"Ирландия, ОАЭ, США",20:10,380
Грация,2026-05-20,2025,131,18+,Италия,21:20,380
Шурале,2026-05-20,2025,90,18+,Россия,22:15,380
Семь верст до рассвета,2026-05-20,2026,102,16+,Россия,10:00,370
Семь верст до рассвета,2026-05-20,2026,102,16+,Россия,16:25,470
Семь верст до рассвета,2026-05-20,2026,102,16+,Россия,21:40,570
Лео и Тиг. Дорога на Байкал,2026-05-20,2026,65,6+,Россия,10:10,370
Моя собака — космонавт,2026-05-20,2025,120,6+,,10:20,370
Своя в доску,2026-05-20,2026,90,6+,Россия,10:55,370
Своя в доску,2026-05-20,2026,90,6+,Россия,14:25,470
Своя в доску,2026-05-20,2026,90,6+,Россия,17:30,570
Вот это драма!,2026-05-20,2026,106,18+,США,11:30,420
Вот это драма!,2026-05-20,2026,106,18+,США,15:45,470
Вот это драма!,2026-05-20,2026,106,18+,США,20:00,570
Вверх по волшебному дереву,2026-05-20,2026,110,6+,Великобритания,12:10,420
Вверх по волшебному дереву,2026-05-20,2026,110,6+,Великобритания,17:10,570
Ангелы Ладоги,2026-05-20,2026,,12+,Россия,12:30,420
Ангелы Ладоги,2026-05-20,2026,,12+,Россия,14:50,470
Ангелы Ладоги,2026-05-20,2026,,12+,Россия,19:25,570
Грация,2026-05-20,2025,131,18+,Италия,12:55,420
Грация,2026-05-20,2025,131,18+,Италия,20:35,570
Коммерсант,2026-05-20,2025,,18+,Россия,13:40,470
Коммерсант,2026-05-20,2025,,18+,Россия,17:55,570
Коммерсант,2026-05-20,2025,,18+,Россия,22:10,570
Приключения желтого чемоданчика,2026-05-20,2026,,6+,Россия,15:35,470
Хокум,2026-05-20,2026,107,18+,"Ирландия, ОАЭ, США",18:25,570
Арт-лекторий: Хильма аф Клинт. За гранью видимого,2026-05-20,2019,94,18+,,19:30,550
Разговор,2026-05-20,1974,113,18+,США,21:25,570
Ускользающая красота,2026-05-20,1995,118,16+,"Италия, Франция, Великобритания",10:05,180
На гребне волны,2026-05-20,1991,120,16+,США,12:20,230
Патэма наоборот,2026-05-20,2013,98,12+,Япония,14:45,250
Ждун 2,2026-05-20,2026,,6+,Россия,15:50,290
Разговор,2026-05-20,1974,113,18+,США,16:40,250
Своя в доску,2026-05-20,2026,90,6+,Россия,17:50,350
Унесённые призраками,2026-05-20,2001,125,12+,Япония,19:00,280
Коммерсант,2026-05-20,2025,,18+,Россия,19:45,350
Полутон,2026-05-20,2025,94,18+,Канада,21:20,280
Вот это драма!,2026-05-20,2026,106,18+,США,21:50,350
Лео и Тиг. Дорога на Байкал,2026-05-20,2026,65,6+,Россия,10:15,370
